,route,sharpe,sortino,std,neg std,min net,acc,mean net,frequency,periods
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_2/50_150_/efficientsemivariance/minsemivariance/4_6h_100,-0.13830993173187855,-0.18019119378099124,0.030397557647157753,0.023332350681378032,-0.0801657031001046,0.7915748917563048,-0.004204284122994232,6h,2
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_2/50_150_/efficientfrontier/minvol/4_6h_80,-0.14712629929258972,-0.18114158075383063,0.029019323838058348,0.02356999263503704,-0.0801657031001046,0.7905557240633386,-0.004269505724266756,6h,2
4,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_2/50_150_/efficientfrontier/minvol/4_6h_40,-0.1678975830527274,-0.2009513152548553,0.02786954079365249,0.023285383995169377,-0.0801657031001046,0.7756773027069517,-0.004679228540043643,6h,2
5,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_2/50_150_/efficientfrontier/minvol/4_6h_100,-0.16017960604130066,-0.20238640516352865,0.02932957936642648,0.02321302394039392,-0.0801657031001046,0.773384874840823,-0.004698000468271254,6h,2
6,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_2/50_150_/efficientsemivariance/minsemivariance/4_6h_60,-0.16403242587019395,-0.21630306698597476,0.029747216437049577,0.02255866337471461,-0.0801657031001046,0.7700210762155231,-0.0048795080750549495,6h,2
7,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_2/50_150_/efficientfrontier/minvol/4_6h_60,-0.18012480790188412,-0.21676434689979193,0.02823691127901537,0.023464044214920987,-0.0801657031001046,0.7595710218914363,-0.005086168219875189,6h,2
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_3/50_150_/efficientsemivariance/minsemivariance/4_6h_80,-0.012235123718863282,-0.01642575671600681,0.03143205256233813,0.023412927543438797,-0.0801657031001046,0.9538824759994452,-0.00038457505183802065,6h,2
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_3/50_150_/efficientsemivariance/minsemivariance/4_6h_40,-0.014148420664143829,-0.018553747220153335,0.03176263353159676,0.024221042535167044,-0.0801657031001046,0.9509125090773032,-0.00044939110060607127,6h,2
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_3/50_150_/efficientsemivariance/minsemivariance/4_6h_100,-0.0272865253283232,-0.037100655820297056,0.0314157253999674,0.023105413310912017,-0.0801657031001046,0.9298492424501282,-0.0008572259868338569,6h,2
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_3/50_150_/efficientsemivariance/minsemivariance/4_6h_60,-0.04966905100047794,-0.06823436525957402,0.03061358198816575,0.02228419007479766,-0.0801657031001046,0.8982829154523966,-0.0015205475650775177,6h,2
4,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_3/50_150_/efficientfrontier/minvol/4_6h_80,-0.052078643216291284,-0.06932440055493046,0.03024883662918534,0.02272386573715836,-0.0801657031001046,0.8961185351133389,-0.0015753183705192264,6h,2
5,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_3/50_150_/efficientfrontier/minvol/4_6h_100,-0.053602286971565695,-0.0733007040272864,0.030642665372986794,0.022407928609867997,-0.0801657031001046,0.8923121780938034,-0.0016425169428964973,6h,2
6,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_3/50_150_/efficientfrontier/minvol/4_6h_40,-0.06738529724961073,-0.08561158731323733,0.02905028636576624,0.02286562185538163,-0.0801657031001046,0.8794054698676451,-0.001957562181943472,6h,2
7,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_3/50_150_/efficientfrontier/minvol/4_6h_60,-0.07760384610282908,-0.09896808665203168,0.029476646264847247,0.023113522729882728,-0.0801657031001046,0.8632485855804798,-0.0022875011203647377,6h,2
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_4/50_150_/efficientsemivariance/minsemivariance/4_6h_80,0.007616532347954058,0.010643726709546471,0.03209146542451515,0.022964295417303496,-0.0801657031001046,0.9858194990054444,0.00024442568449906885,6h,2
